username,first_name,last_name,dob,pan,education,capital,income,debt,interest,credit_score,repayment
purus.sapien.gravida@cursuseteros.net,Elaine,Drake,67-12-30,HVAAA70678,3,583344,37434,87071,8,438,6
non@eleifend.co.uk,Jena,Prince,93-01-17,NVGXA65820,4,971186,28062,23359,3,613,10
eget@Aenean.ca,Kareem,Williams,57-07-26,HXACW15988,4,583062,40972,32259,4,113,10
mus.Proin@SedmolestieSed.edu,Jade,Velasquez,97-03-05,JSBFE79261,2,427071,23914,97838,6,583,7
vulputate@senectusetnetus.edu,Cynthia,Key,64-05-22,FCDCA04276,3,662258,73845,95744,7,291,10
quis@Pellentesqueut.edu,Hall,Ochoa,52-08-06,SHVFG95245,1,545063,39917,55361,4,556,4
metus@Suspendissealiquet.net,Chaney,Hunter,77-02-13,LHAGS27699,3,496699,29426,72367,3,140,10
Donec@Nuncmauris.org,Jonah,Medina,69-05-03,GYYDB14831,1,974863,58802,10978,6,288,8
consequat.dolor.vitae@Suspendisse.org,Jade,Aguilar,53-06-01,OTWDH61511,2,744693,77721,77498,5,517,10
luctus.aliquet@ante.ca,Ulysses,Crawford,78-06-14,QWOUB64179,2,589560,53879,51316,10,361,4
diam@tellusloremeu.com,Edan,Whitaker,91-03-28,GILVW58143,3,302685,31940,51798,3,427,5
purus@nequeNullamut.org,Damian,Cherry,96-03-09,VXMWH39846,3,709373,53500,16967,5,919,3
pede@liberoProinsed.co.uk,Vladimir,Marks,65-07-20,AKBRJ34734,3,495974,37733,14916,3,548,9
imperdiet@necligulaconsectetuer.org,Amaya,Dorsey,56-03-22,BTDLN58026,4,887754,35234,10556,9,530,6
ante.blandit.viverra@miAliquam.net,Troy,Richmond,94-09-19,YGZRZ74241,2,977934,51230,21159,8,669,1
nec@justo.net,Alma,Carney,75-12-19,ZQUOS29528,3,645856,62546,39265,9,824,7
ut.sem@dignissim.ca,Ferris,Carter,86-05-01,XVDVO09877,3,964987,21694,91034,8,480,6
ac.tellus@ligulaAeneaneuismod.edu,Kennan,Mitchell,82-12-26,TNVQC35436,4,187975,72039,97292,3,184,9
sit@Pellentesquehabitant.com,Christian,Salas,63-02-02,DJQIQ19471,1,254461,69238,88357,9,663,8
dolor@Pellentesque.co.uk,Edward,Terrell,79-12-26,HZJDW58502,4,236198,75491,20951,8,182,1
non.sapien.molestie@etnuncQuisque.com,Hall,Jimenez,63-06-17,MXBPD53881,2,564634,46070,35931,5,315,10
vehicula.risus.Nulla@purusNullamscelerisque.ca,Fiona,Nunez,74-07-29,RXCXT38783,4,911706,56805,85662,4,834,9
consectetuer.ipsum.nunc@egetmetuseu.edu,Conan,Kirkland,68-11-30,RJZLI20574,2,799051,31011,11413,9,133,9
nulla.magna.malesuada@Duisvolutpat.net,Jerome,Mendez,66-07-06,FVVCW58627,2,748389,16143,61077,7,337,2
Praesent.luctus.Curabitur@Donec.org,Ulric,Noel,76-10-13,SVCER92704,2,997549,29811,29029,3,829,10
vehicula.et@dictum.org,Theodore,Mcfarland,91-11-08,MXIRM55310,4,398441,49418,57243,5,862,3
et@cursusvestibulum.com,Todd,Rosario,54-12-22,RASRB73513,2,177855,29780,52818,4,415,2
congue.turpis.In@Innec.com,Lars,Harding,52-06-02,DVDNB62634,4,400163,96710,55246,4,134,3
pharetra.ut@sodales.net,Vance,Tate,85-11-22,EJCHU73232,3,936613,41365,90689,4,975,7
ante.Nunc.mauris@utodio.co.uk,Cairo,Nash,50-02-20,MVXDD94113,2,355195,22046,38851,5,713,5
nec@Pellentesquehabitantmorbi.co.uk,Chester,Burns,80-06-18,FKHWF41602,1,281195,60915,99091,5,198,10
non.leo.Vivamus@vestibulumneque.net,Ferdinand,Cherry,60-09-13,SUAKT24986,1,789826,78811,29213,4,497,1
interdum@sollicitudinadipiscingligula.org,Selma,Edwards,78-08-16,SBACA92248,2,570920,52265,12121,5,844,9
cursus.et@mi.org,Oliver,Calhoun,90-11-26,ZMBMQ29009,4,950744,44836,41780,4,129,8
molestie.tortor.nibh@nonarcu.edu,Uma,Macdonald,58-10-22,SETGJ30090,4,153139,41369,77308,6,938,10
dolor.egestas.rhoncus@parturientmontesnascetur.edu,Keane,Burton,84-10-04,OXLAK84372,2,215625,95890,33846,8,525,9
